,file,id_a,id_b,count_a,count_b
417,335_131_156_3_6_S323,131,156,0,0
418,1209_186_200_8_9_S1155,186,200,260,0
419,457_131_156_10_1_S440,131,156,0,0
420,889_4_200_5_5_S852,4,200,2568,0
421,901_4_184_4_8_S864,4,184,134,2000
422,685_186_131_2_5_S656,186,131,3,4183
423,505_4_184_5_7_S484,4,184,2,0
424,401_4_187_10_2_S384,4,187,7,0
425,441_184_200_10_4_S424,184,200,6,0
426,1112_186_4_5_6_S1063,186,4,0,1
427,708_2_184_6_4_S679,2,184,20,11523
428,57_4_156_4_3_S57,4,156,1379,801
429,493_4_200_7_2_S472,4,200,4,0
430,1094_186_131_9_3_S1045,186,131,0,3
431,1038_131_186_7_1_S996,131,186,4,0
432,564_131_187_7_6_S543,131,187,11632,35
433,655_187_156_9_2_S630,187,156,0,8
434,1062_2_131_2_6_S1013,2,131,0,2
435,757_4_184_4_1_S728,4,184,305,6284
436,377_186_156_10_7_S365,186,156,0,825
437,699_4_200_1_8_S670,4,200,2702,0
438,1173_2_186_8_6_S1119,2,186,1,1
439,327_156_184_5_6_S315,156,184,357,479
440,885_4_200_5_1_S848,4,200,17,0
441,243_186_4_8_6_S235,186,4,0,4118
442,337_131_187_8_5_S325,131,187,4599,0
443,559_156_184_6_6_S538,156,184,1,0
444,350_4_131_2_3_S338,4,131,242,6315
445,230_131_156_1_5_S222,131,156,0,0
446,1169_2_186_8_2_S1115,2,186,0,4
447,119_2_4_5_6_S115,2,4,0,93
448,773_186_187_9_5_S740,186,187,1453,1
449,220_4_184_1_6_S212,4,184,16,27
450,121_2_4_5_7_S117,2,4,0,21
451,53_4_156_8_1_S53,4,156,2,175
452,837_2_184_3_4_S804,2,184,0,2
453,579_2_156_10_1_S554,2,156,7,3803
454,148_156_200_2_8_S144,156,200,3447,0
455,99_131_156_5_7_S95,131,156,0,0
456,900_4_184_6_3_S863,4,184,8,239
457,1057_2_131_2_1_S1008,2,131,0,123
458,223_4_184_1_2_S215,4,184,7,0
459,1139_187_184_2_4_S1090,187,184,30,20602
460,1036_184_200_8_9_S994,184,200,11,0
461,684_186_131_2_3_S655,186,131,0,7654
462,115_2_156_5_1_S111,2,156,0,564
463,818_4_200_3_3_S785,4,200,5,0
464,597_131_184_10_4_S572,131,184,4,1
465,952_156_184_4_7_S915,156,184,12,321
466,1161_2_131_8_1_S1107,2,131,0,15745
467,814_2_200_6_7_S781,2,200,5,0
468,602_4_131_6_4_S577,4,131,243,10015
469,307_131_187_8_3_S295,131,187,563,61
470,1002_186_131_4_2_S960,186,131,2,8
471,338_131_187_8_8_S326,131,187,9184,4
472,1069_187_200_2_7_S1020,187,200,7,0
473,1111_186_4_5_5_S1062,186,4,0,1
474,914_4_187_7_8_S877,4,187,3928,1
475,400_4_187_10_1_S383,4,187,5,0
476,63_4_156_1_4_S63,4,156,5,326
477,1160_2_200_8_6_S1106,2,200,19794,0
478,1205_186_200_8_5_S1151,186,200,12,0
479,1187_131_184_4_1_S1133,131,184,154,2
480,856_186_156_5_4_S823,186,156,4,15
481,782_156_200_10_7_S749,156,200,14,0
482,733_4_131_7_6_S704,4,131,15,9664
483,399_2_187_7_6_S382,2,187,0,0
484,314_186_156_2_4_S302,186,156,1,378
485,501_4_184_5_3_S480,4,184,7,0
486,123_2_4_5_10_S119,2,4,0,17143
487,59_4_156_3_4_S59,4,156,1426,16
488,294_2_4_8_3_S282,2,4,0,4357
489,1208_186_200_8_10_S1154,186,200,22,0
490,1095_186_131_9_4_S1046,186,131,4,11
491,634_2_187_1_1_S609,2,187,0,0
492,497_4_200_7_6_S476,4,200,26,0
493,540_186_4_9_5_S519,186,4,2,2
494,66_4_156_4_4_S66,4,156,91,56
495,1021_2_186_6_1_S979,2,186,0,1
496,361_186_184_6_1_S349,186,184,11,4246
497,730_4_131_7_9_S701,4,131,709,11303
498,731_4_131_7_4_S702,4,131,60,2065
499,316_2_200_10_4_S304,2,200,7,0
500,836_2_184_3_3_S803,2,184,0,1
501,592_4_200_8_7_S567,4,200,7309,0
502,372_186_156_10_8_S360,186,156,8,3710
503,627_2_184_2_3_S602,2,184,0,5250
504,848_4_131_4_6_S815,4,131,0,1
505,525_184_200_7_3_S504,184,200,3,0
506,711_131_187_1_1_S682,131,187,3918,0
507,447_187_200_7_5_S430,187,200,5,0
508,234_131_156_3_4_S226,131,156,0,0
509,686_186_131_2_8_S657,186,131,5,4
510,618_131_187_6_7_S593,131,187,13637,0
511,1078_187_184_1_2_S1029,187,184,2,1
512,455_2_184_9_4_S438,2,184,0,5
513,1084_186_4_10_1_S1035,186,4,1,4189
514,9_4_156_9_3_S9,4,156,5,9
515,823_4_200_3_8_S790,4,200,5,0
516,680_186_156_1_7_S651,186,156,0,7174
517,790_186_200_10_3_S757,186,200,2,0
518,882_4_184_2_8_S845,4,184,4164,120
519,387_186_156_8_3_S370,186,156,0,13
520,292_2_4_8_1_S280,2,4,0,11400
521,151_156_200_1_5_S147,156,200,3900,0
522,347_131_156_3_2_S335,131,156,0,0
523,662_187_156_9_9_S637,187,156,2,3524
524,212_131_200_7_5_S204,131,200,0,0
525,641_2_187_1_8_S616,2,187,20,7494
526,1193_131_200_3_5_S1139,131,200,5,0
527,992_186_200_3_3_S950,186,200,23,0
528,1182_131_184_6_6_S1128,131,184,521,5
529,779_156_200_10_4_S746,156,200,9583,0
530,485_187_200_4_5_S464,187,200,26,0
531,740_2_186_2_1_S711,2,186,9,9669
532,606_4_131_9_2_S581,4,131,2,6
533,664_186_4_1_1_S639,186,4,139,34
534,806_131_184_9_3_S773,131,184,9,1
535,851_4_131_4_8_S818,4,131,25,1912
536,309_131_156_3_1_S297,131,156,0,0
537,404_4_187_10_5_S387,4,187,8,0
538,739_186_187_10_5_S710,186,187,20,16
539,194_186_131_5_4_S186,186,131,0,5
540,373_186_4_8_9_S361,186,4,0,112
541,8_4_156_8_5_S8,4,156,2160,8
542,280_156_184_7_4_S272,156,184,4,4
543,116_2_156_5_7_S112,2,156,0,4
544,469_131_156_10_2_S452,131,156,0,0
545,320_2_156_6_4_S308,2,156,0,5502
546,716_2_187_5_3_S687,2,187,0,1
547,1107_186_4_5_1_S1058,186,4,0,16
548,988_187_156_7_5_S946,187,156,1,4
549,515_2_156_9_5_S494,2,156,0,20
550,651_186_187_3_2_S626,186,187,20224,1
551,565_131_187_7_5_S544,131,187,5,0
552,370_131_156_3_4_S358,131,156,0,0
553,275_156_184_7_5_S267,156,184,2448,5
554,43_2_4_7_9_S43,2,4,0,26
555,776_156_200_10_1_S743,156,200,0,0
556,830_156_200_8_5_S797,156,200,10,0
557,723_2_200_9_5_S694,2,200,7,0
558,904_186_187_3_2_S867,186,187,2,0
559,755_131_184_5_4_S726,131,184,198,2
560,832_156_200_8_7_S799,156,200,24,0
561,833_156_200_8_8_S800,156,200,19,0
562,435_187_200_9_2_S418,187,200,6,0
563,1106_2_187_6_8_S1057,2,187,0,0
564,81_2_4_9_6_S81,2,4,0,818
565,267_131_156_1_1_S259,131,156,0,0
566,36_4_156_8_7_S36,4,156,15,5
567,1126_184_200_9_10_S1077,184,200,0,0
568,828_156_200_8_3_S795,156,200,26,0
569,548_2_184_4_5_S527,2,184,0,0
570,11_4_156_10_6_S11,4,156,1,4
571,246_2_184_5_6_S238,2,184,0,1
572,644_186_187_7_3_S619,186,187,12122,2
573,875_4_184_2_1_S838,4,184,5447,243
574,936_2_187_3_7_S899,2,187,13,8404
575,911_4_187_7_5_S874,4,187,8199,0
576,1175_2_186_8_8_S1121,2,186,0,1
577,537_186_4_9_2_S516,186,4,0,0
578,1165_2_131_1_3_S1111,2,131,0,36
579,269_186_156_10_10_S261,186,156,1,10
580,233_156_184_7_3_S225,156,184,10697,1
581,1186_131_184_6_9_S1132,131,184,187,5
582,789_186_200_10_2_S756,186,200,1,0
583,546_2_184_4_3_S525,2,184,0,1
584,895_4_184_6_5_S858,4,184,1,1
585,608_4_131_9_4_S583,4,131,4,1
586,512_2_156_9_2_S491,2,156,0,0
587,366_184_200_6_10_S354,184,200,300,1
588,39_4_156_2_7_S39,4,156,25,21
589,1179_131_184_6_3_S1125,131,184,17215,0
590,980_4_187_3_6_S938,4,187,1224,1
591,847_4_131_4_5_S814,4,131,1,6
592,395_2_187_7_1_S378,2,187,2,3659
593,931_2_187_3_2_S894,2,187,0,2
594,542_186_4_9_7_S521,186,4,0,3
595,202_131_187_4_9_S194,131,187,3,1
596,632_2_184_2_8_S607,2,184,0,6
597,97_131_156_5_8_S93,131,156,0,0
598,586_4_200_8_1_S561,4,200,8,0
599,108_2_156_5_10_S104,2,156,0,1962
600,268_156_184_5_1_S260,156,184,1,3
601,27_4_156_1_7_S27,4,156,1417,19
602,1156_2_200_8_2_S1102,2,200,10800,0
603,1010_186_131_4_10_S968,186,131,0,4
604,554_156_184_10_5_S533,156,184,2,1
605,12_4_156_1_6_S12,4,156,2,1
606,1012_131_184_7_2_S970,131,184,2,0
607,69_4_156_3_9_S69,4,156,6,108
608,140_156_200_1_6_S136,156,200,10,0
609,302_131_187_8_2_S290,131,187,15967,21
610,943_2_186_9_6_S906,2,186,0,2033
611,256_2_184_5_8_S248,2,184,0,26
612,175_186_184_3_4_S171,186,184,0,13117
613,1039_131_186_7_2_S997,131,186,77,19
614,258_186_4_8_4_S250,186,4,0,73
615,1086_4_187_1_2_S1037,4,187,5,0
616,825_4_200_3_10_S792,4,200,4,0
617,1191_131_200_3_3_S1137,131,200,11,0
618,903_186_187_3_1_S866,186,187,7,42
619,1166_2_131_1_4_S1112,2,131,0,13
620,555_156_184_6_2_S534,156,184,3,1
621,171_186_184_4_2_S167,186,184,28,6643
622,410_131_184_8_4_S393,131,184,4,0
623,969_2_186_4_3_S927,2,186,0,965
624,77_2_4_10_7_S77,2,4,0,2020
625,82_2_4_9_7_S82,2,4,0,52
626,470_131_156_10_3_S453,131,156,0,0
627,245_4_131_2_5_S237,4,131,4,8
628,474_131_156_10_7_S457,131,156,0,0
629,550_2_184_4_7_S529,2,184,1,3
630,282_4_131_2_2_S274,4,131,1,0
631,310_2_156_6_2_S298,2,156,0,434
632,162_187_184_5_8_S158,187,184,754,3249
633,780_156_200_10_5_S747,156,200,5829,2
634,1159_2_200_8_5_S1105,2,200,13579,0
635,1063_187_200_2_1_S1014,187,200,2446,0
636,1001_186_131_4_1_S959,186,131,1,8
637,504_4_184_5_6_S483,4,184,12,10520
638,342_2_200_10_2_S330,2,200,899,14
639,1044_131_186_7_7_S1002,131,186,9028,4
640,922_187_156_5_7_S885,187,156,5,493
641,774_186_187_9_6_S741,186,187,0,0
642,354_2_156_6_6_S342,2,156,0,614
643,304_156_184_7_3_S292,156,184,8333,48
644,1128_186_200_9_2_S1079,186,200,34,0
645,1167_2_131_1_5_S1113,2,131,0,27
646,1196_131_200_3_8_S1142,131,200,3,0
647,621_186_156_4_2_S596,186,156,0,14
648,663_187_156_9_10_S638,187,156,1,9526
649,712_131_187_1_2_S683,131,187,7844,1
650,206_131_200_2_7_S198,131,200,8,0
651,844_4_131_4_2_S811,4,131,1,10
652,58_4_156_8_2_S58,4,156,18,1401
653,989_187_156_7_6_S947,187,156,2,4
654,928_2_187_10_5_S891,2,187,0,1
655,986_187_156_7_3_S944,187,156,0,8
656,687_186_131_2_9_S658,186,131,2,15
657,195_186_131_5_7_S187,186,131,0,3192
658,983_4_187_3_9_S941,4,187,16,0
659,720_2_200_9_3_S691,2,200,1552,13
660,492_4_200_7_1_S471,4,200,11049,0
661,777_156_200_10_2_S744,156,200,2,0
662,460_186_184_9_5_S443,186,184,0,2
663,775_186_187_9_7_S742,186,187,0,1
664,642_186_187_7_1_S617,186,187,1,1
665,218_4_184_1_4_S210,4,184,28,14637
666,215_186_184_5_2_S207,186,184,0,7
667,1137_187_184_2_2_S1088,187,184,0,0
668,1158_2_200_8_4_S1104,2,200,24396,246
669,250_186_131_10_2_S242,186,131,0,8
670,581_2_156_10_3_S556,2,156,1,7
671,146_156_200_2_4_S142,156,200,13,0
672,585_2_156_10_7_S560,2,156,0,17
673,1210_186_200_8_8_S1156,186,200,58,0
674,772_186_187_9_4_S739,186,187,4,0
675,431_4_184_7_1_S414,4,184,5,1
676,762_4_184_4_5_S733,4,184,382,1777
677,751_156_200_6_5_S722,156,200,5953,0
678,208_131_200_2_3_S200,131,200,12,0
679,375_186_4_8_1_S363,186,4,0,1331
680,759_4_184_4_3_S730,4,184,1520,4493
681,388_186_156_8_4_S371,186,156,0,14
682,1133_186_200_9_7_S1084,186,200,24,0
683,449_187_200_7_3_S432,187,200,4,0
684,539_186_4_9_4_S518,186,4,0,11
685,461_156_184_8_3_S444,156,184,2,1
686,1079_187_184_1_3_S1030,187,184,19580,7
687,1073_187_200_8_1_S1024,187,200,16,0
688,674_186_156_1_5_S645,186,156,2,19
689,1164_2_131_1_2_S1110,2,131,1,4684
690,689_186_131_2_10_S660,186,131,0,29
691,769_186_187_9_1_S736,186,187,11195,1
692,415_4_187_10_7_S398,4,187,9,0
693,905_186_187_3_3_S868,186,187,1,1
694,693_4_200_1_2_S664,4,200,7097,0
695,197_131_187_4_3_S189,131,187,542,0
696,1045_131_186_7_8_S1003,131,186,11942,1
697,389_186_156_8_5_S372,186,156,0,13
698,49_4_156_4_2_S49,4,156,3298,29
699,41_4_156_10_8_S41,4,156,7234,29
700,4_4_156_5_1_S4,4,156,2,10
701,305_131_200_7_2_S293,131,200,3553,0
702,201_131_187_4_2_S193,131,187,2,0
703,521_2_156_4_4_S500,2,156,0,8
704,544_2_184_4_1_S523,2,184,0,5
705,414_4_187_10_8_S397,4,187,3,0
706,1157_2_200_8_3_S1103,2,200,24,0
707,1071_187_200_2_9_S1022,187,200,11,0
708,466_186_184_9_2_S449,186,184,0,5
709,398_2_187_7_5_S381,2,187,0,0
710,624_186_156_4_5_S599,186,156,0,6
711,599_4_131_6_1_S574,4,131,3,5
712,139_156_200_1_2_S135,156,200,10683,0
713,352_186_184_2_11_S340,186,184,0,3417
714,698_4_200_1_7_S669,4,200,11,0
715,566_186_184_10_7_S545,186,184,3,6652
716,437_2_184_9_1_S420,2,184,0,7
717,887_4_200_5_3_S850,4,200,211,0
718,871_187_156_10_7_S834,187,156,0,7
719,1134_186_200_9_8_S1085,186,200,5,0
720,600_4_131_6_2_S575,4,131,2,2
721,496_4_200_7_5_S475,4,200,26,0
722,185_186_131_5_8_S181,186,131,12,768
723,1074_187_200_8_2_S1025,187,200,0,0
724,1032_184_200_8_5_S990,184,200,15,0
725,134_2_4_5_3_S130,2,4,0,6356
726,1118_184_200_9_2_S1069,184,200,47,0
727,925_2_187_10_2_S888,2,187,0,349
728,749_156_200_6_4_S720,156,200,2365,0
729,981_4_187_3_7_S939,4,187,264,1
730,106_131_156_5_6_S102,131,156,0,0
731,238_186_131_10_6_S230,186,131,0,4
732,1184_131_184_6_8_S1130,131,184,11,1
733,760_4_184_4_2_S731,4,184,3068,662
734,654_187_156_9_1_S629,187,156,0,809
735,423_131_200_4_6_S406,131,200,13,0
736,100_131_156_5_3_S96,131,156,0,0
737,278_156_184_5_3_S270,156,184,13971,2
738,1006_186_131_4_6_S964,186,131,5,3
739,534_156_200_5_8_S513,156,200,2,0
740,260_186_156_10_9_S252,186,156,0,1
741,710_2_184_6_6_S681,2,184,0,1473
742,153_186_184_5_3_S149,186,184,0,26
743,74_187_200_5_3_S74,187,200,178,0
744,23_4_156_2_2_S23,4,156,2,4
745,87_2_4_10_2_S87,2,4,0,1834
746,514_2_156_9_4_S493,2,156,0,3
747,1125_184_200_9_9_S1076,184,200,1,0
748,79_2_4_10_3_S79,2,4,0,23
749,16_4_156_2_3_S16,4,156,3,2
750,1080_187_184_1_4_S1031,187,184,0,11
751,503_4_184_5_5_S482,4,184,18,0
752,128_2_4_7_6_S124,2,4,0,9
753,98_131_156_5_4_S94,131,156,0,0
754,968_2_186_4_2_S926,2,186,0,169
755,1018_131_184_7_8_S976,131,184,2,0
756,35_4_156_3_1_S35,4,156,20,2168
757,15_4_156_5_3_S15,4,156,187,242
758,1068_187_200_2_6_S1019,187,200,27,0
759,38_4_156_5_7_S38,4,156,12,4420
760,886_4_200_5_2_S849,4,200,16946,0
761,927_2_187_10_4_S890,2,187,0,10
762,1132_186_200_9_6_S1083,186,200,22,0
763,394_2_187_7_2_S377,2,187,0,10896
764,51_4_156_3_3_S51,4,156,6705,43
765,811_2_200_6_4_S778,2,200,5,0
766,1066_187_200_2_4_S1017,187,200,7422,0
767,719_2_200_9_2_S690,2,200,7,0
768,311_2_156_6_3_S299,2,156,2,16555
769,636_2_187_1_3_S611,2,187,1,0
770,1093_186_131_9_2_S1044,186,131,1,7
771,953_156_184_4_8_S916,156,184,2,0
772,563_186_184_10_3_S542,186,184,0,9
773,561_186_184_10_1_S540,186,184,0,2
774,1204_186_200_8_4_S1150,186,200,8576,0
775,893_186_200_4_2_S856,186,200,7,0
776,695_4_200_1_4_S666,4,200,210,0
777,1047_131_186_7_10_S1005,131,186,9,0
778,55_4_156_5_8_S55,4,156,4693,23
779,998_186_187_2_4_S956,186,187,26928,0
780,425_131_200_4_4_S408,131,200,3,0
781,649_186_187_7_8_S624,186,187,3102,68
782,239_131_156_3_1_S231,131,156,0,0
783,1192_131_200_3_4_S1138,131,200,10,0
784,1168_2_186_8_1_S1114,2,186,0,2
785,1183_131_184_6_7_S1129,131,184,373,1
786,580_2_156_10_2_S555,2,156,0,7
787,798_156_184_9_2_S765,156,184,2,0
788,124_2_4_5_5_S120,2,4,1,6012
789,1172_2_186_8_5_S1118,2,186,0,0
790,982_4_187_3_8_S940,4,187,10,2
791,259_186_156_10_5_S251,186,156,0,1890
792,412_131_184_8_2_S395,131,184,3,0
793,127_2_4_5_1_S123,2,4,0,14847
794,209_131_200_2_6_S201,131,200,6152,0
795,843_4_131_4_1_S810,4,131,6,17
796,741_2_186_2_2_S712,2,186,4,15772
797,277_186_156_2_7_S269,186,156,0,14051
798,1113_186_4_5_7_S1064,186,4,0,1
799,101_131_156_5_2_S97,131,156,0,0
800,822_4_200_3_7_S789,4,200,2,0
801,516_2_156_9_6_S495,2,156,40,11191
802,406_131_187_10_2_S389,131,187,7975,60
803,1064_187_200_2_2_S1015,187,200,5,0
804,219_4_184_1_5_S211,4,184,3324,812
805,419_4_184_7_4_S402,4,184,6,2
806,1005_186_131_4_5_S963,186,131,0,182
807,605_4_131_9_1_S580,4,131,1,3
808,72_4_156_3_8_S72,4,156,4,68
809,481_187_200_4_1_S460,187,200,11415,18
810,799_156_184_9_3_S766,156,184,1,2
811,235_186_156_2_1_S227,186,156,1,4139
812,184_186_131_5_2_S180,186,131,9,324
813,1076_187_200_8_4_S1027,187,200,2,0
814,578_186_184_1_2_S553,186,184,1992,5202
815,104_131_156_5_5_S100,131,156,0,0
816,529_156_200_5_3_S508,156,200,6,0
817,103_131_156_5_9_S99,131,156,0,0
818,598_131_184_10_5_S573,131,184,4,1
819,1154_2_200_4_1_S1100,2,200,6016,0
820,453_2_184_9_2_S436,2,184,0,5
821,168_187_184_5_9_S164,187,184,0,7
822,376_186_156_10_2_S364,186,156,121,1299
823,530_156_200_5_4_S509,156,200,8,0
824,62_4_156_2_5_S62,4,156,8,1077
825,829_156_200_8_4_S796,156,200,14,0
826,681_186_156_1_8_S652,186,156,0,3644
827,1085_4_187_1_1_S1036,4,187,1490,0
828,615_131_187_6_4_S590,131,187,18056,0
829,732_4_131_7_7_S703,4,131,11,3837
830,706_2_184_6_3_S677,2,184,21,2080
831,869_187_156_10_5_S832,187,156,0,10
832,26_4_156_10_4_S26,4,156,1133,402
833,351_184_2___6_1_S339,184,2,4062,0
834,754_131_184_5_3_S725,131,184,11510,0
835,300_184_200_6_5_S288,184,200,7170,4
836,1142_187_184_2_7_S1093,187,184,0,1
837,407_131_187_10_3_S390,131,187,4,0
838,227_131_156_2_7_S219,131,156,0,0
839,83_2_4_9_8_S83,2,4,0,197
840,639_2_187_1_6_S614,2,187,0,0
841,656_187_156_9_3_S631,187,156,0,9
842,666_186_4_1_3_S641,186,4,4,5
843,221_4_184_1_3_S213,4,184,16,3
844,558_156_184_6_5_S537,156,184,0,0
845,332_186_184_2_3_S320,186,184,0,5279
846,985_187_156_7_2_S943,187,156,0,4
847,1042_131_186_7_5_S1000,131,186,16,2
848,842_2_184_3_9_S809,2,184,0,10
849,1124_184_200_9_8_S1075,184,200,5,0
850,297_184_200_6_9_S285,184,200,3835,4
851,913_4_187_7_7_S876,4,187,20228,1
852,926_2_187_10_3_S889,2,187,0,8
853,908_4_187_7_2_S871,4,187,18994,0
854,1003_186_131_4_3_S961,186,131,4,28
855,1081_187_184_1_5_S1032,187,184,0,8
856,117_4_184_1_8_S113,4,184,5223,1330
857,1153_2_200_2_1_S1099,2,200,227,0
858,161_186_184_3_9_S157,186,184,0,9127
859,879_4_184_2_5_S842,4,184,11248,187
860,20_4_156_8_6_S20,4,156,3745,90
861,422_131_200_6_1_S405,131,200,8,0
862,918_187_156_5_3_S881,187,156,0,26
863,29_2_4_7_3_S29,2,4,2,3068
864,631_2_184_2_7_S606,2,184,0,3
865,356_131_156_3_3_S344,131,156,0,0
866,135_156_200_1_9_S131,156,200,6170,0
867,1090_2_131_9_3_S1041,2,131,0,10
868,13_4_156_10_1_S13,4,156,4,2
869,951_156_184_4_6_S914,156,184,1583,1
870,326_186_131_10_4_S314,186,131,13,12418
871,368_2_200_10_1_S356,2,200,6757,60
872,702_2_156_8_1_S673,2,156,2,2294
873,543_186_4_9_8_S522,186,4,0,7
874,60_4_156_9_4_S60,4,156,10,16
875,18_4_156_10_2_S18,4,156,3478,13
876,713_131_187_1_3_S684,131,187,3166,0
877,136_156_200_1_8_S132,156,200,4882,0
878,393_2_187_7_3_S376,2,187,0,7
879,941_2_186_9_4_S904,2,186,2,13885
880,1029_184_200_8_2_S987,184,200,3,0
881,1075_187_200_8_3_S1026,187,200,5,0
882,1088_2_131_9_1_S1039,2,131,0,10386
883,784_4_187_6_2_S751,4,187,18,0
884,547_2_184_4_4_S526,2,184,0,3
885,321_131_187_8_9_S309,131,187,8884,6
886,1135_186_200_9_9_S1086,186,200,6,0
887,468_186_184_9_4_S451,186,184,0,1981
888,1070_187_200_2_8_S1021,187,200,20,0
889,213_131_200_2_4_S205,131,200,1,0
890,682_186_131_2_1_S653,186,131,0,7689
891,748_156_200_6_3_S719,156,200,1765,1
892,1185_131_184_6_10_S1131,131,184,163,6
893,978_4_187_3_4_S936,4,187,3,1
894,318_4_131_2_1_S306,4,131,22,767
895,290_2_4_8_7_S278,2,4,1,11398
896,1144_187_184_2_9_S1095,187,184,0,7
897,105_131_156_5_10_S101,131,156,0,0
898,1188_131_200_4_2_S1134,131,200,3598,0
899,216_186_184_5_8_S208,186,184,3,13947
900,7_4_156_4_5_S7,4,156,49,1
901,417_4_184_7_6_S400,4,184,11,2
902,122_2_4_5_9_S118,2,4,0,12
903,1122_184_200_9_6_S1073,184,200,0,0
904,1026_2_186_6_6_S984,2,186,0,0
905,1043_131_186_7_6_S1001,131,186,14,5
906,610_4_131_9_6_S585,4,131,5,1
907,1176_2_186_8_9_S1122,2,186,0,2
908,683_186_131_2_2_S654,186,131,0,2231
909,1145_187_184_2_10_S1096,187,184,0,0
910,179_186_184_3_8_S175,186,184,9,269
911,371_131_156_3_5_S359,131,156,0,0
912,577_186_184_1_1_S552,186,184,630,6584
913,865_187_156_10_1_S828,187,156,1,24
914,838_2_184_3_5_S805,2,184,0,1
915,803_131_184_9_1_S770,131,184,16,9119
916,902_4_184_4_9_S865,4,184,21,24
917,1136_187_184_2_1_S1087,187,184,0,2
918,629_2_184_2_5_S604,2,184,0,4
919,37_4_156_9_5_S37,4,156,12,16
920,403_4_187_10_4_S386,4,187,30,1
921,1099_2_187_6_1_S1050,2,187,0,0
922,817_4_200_3_2_S784,4,200,10,0
923,888_4_200_5_4_S851,4,200,64,0
924,510_187_184_1_5_S489,187,184,0,1
925,1024_2_186_6_4_S982,2,186,0,0
926,14_4_156_9_2_S14,4,156,1,29
927,569_131_187_7_3_S548,131,187,11150,40
928,102_131_156_5_1_S98,131,156,0,0
929,177_186_184_3_5_S173,186,184,66,1853
930,570_131_187_7_4_S549,131,187,0,0
931,594_131_184_10_1_S569,131,184,8,0
932,261_186_4_8_10_S253,186,4,0,1
933,593_4_200_8_8_S568,4,200,13,0
934,620_186_156_4_1_S595,186,156,0,8
935,426_131_200_4_3_S409,131,200,3,0
936,150_156_200_2_5_S146,156,200,8832,0
937,661_187_156_9_8_S636,187,156,29,7705
938,1138_187_184_2_3_S1089,187,184,1,9
939,717_2_187_5_4_S688,2,187,0,0
940,143_156_200_1_4_S139,156,200,1901,0
941,319_187_156_6_3_S307,187,156,60,6135
942,129_2_4_10_3_S125,2,4,1,10986
943,154_186_184_3_2_S150,186,184,55,6749
944,532_156_200_5_6_S511,156,200,39,0
945,891_4_131_4_2_S854,4,131,2,7
946,805_131_184_9_2_S772,131,184,6,2
947,872_187_156_10_8_S835,187,156,1,15
948,193_186_131_5_6_S185,186,131,0,7
949,132_2_4_7_3_S128,2,4,1,6151
950,797_156_184_9_1_S764,156,184,6,2
951,430_131_184_8_7_S413,131,184,12,1
952,721_2_200_9_4_S692,2,200,10,0
953,408_131_187_10_4_S391,131,187,4514,1
954,809_2_200_6_2_S776,2,200,14,0
955,443_184_200_10_2_S426,184,200,1,0
956,498_4_200_7_7_S477,4,200,4,0
957,1087_4_187_1_3_S1038,4,187,1,1
958,48_4_156_2_6_S48,4,156,1347,1008
959,652_186_187_3_3_S627,186,187,11412,0
960,950_156_184_4_5_S913,156,184,1124,6
961,434_187_200_9_1_S417,187,200,12,0
962,1020_186_187_5_2_S978,186,187,5,5088
963,344_187_184_6_2_S332,187,184,211,4963
964,343_2_156_6_5_S331,2,156,1,2570
965,264_131_156_2_3_S256,131,156,0,0
966,1195_131_200_3_7_S1141,131,200,26,0
967,961_4_187_9_1_S919,4,187,4700,0
968,490_187_200_7_5_S469,187,200,5,0
969,1065_187_200_2_3_S1016,187,200,371,0
970,1181_131_184_6_5_S1127,131,184,159,3
971,970_2_186_4_4_S928,2,186,0,7344
972,787_4_187_6_5_S754,4,187,2,0
973,56_4_156_2_9_S56,4,156,10,469
974,345_184_200_6_2_S333,184,200,4289,5
975,940_2_186_9_3_S903,2,186,0,11
