Nodules	Area	Mean	Min	Max
4+131_4.xls:20	0.031	94.444	77	137
4+131_4.xls:21	0.029	74.284	48	117
4+131_4.xls:22	0.023	74.875	49	108
4+131_4.xls:23	0.049	58.138	28	124
4+131_4.xls:24	0.017	91.508	71	140
4+131_4.xls:25	0.011	103.402	82	148
4+131_4.xls:26	0.011	103.402	82	148
4+131_4.xls:27	0.012	114.051	100	144
4+131_4.xls:28	0.038	80.582	45	127
4+131_4.xls:29	0.021	84.93	62	133
4+131_4.xls:30	0.025	74.048	46	129
4+131_4.xls:31	0.027	78.282	56	127
4+131_4.xls:32	0.052	68.289	38	114
4+131_4.xls:33	0.039	77.535	54	135
4+131_4.xls:34	0.029	84.474	55	151
4+131_4.xls:35	0.02	88.762	64	147
4+131_4.xls:36	0.011	90.803	70	127
4+131_4.xls:37	0.011	99.465	88	130
4+131_4.xls:38	0.033	68.741	39	120
4+131_4.xls:39	0.023	77.658	54	117
4+131_4.xls:40	0.007	93.432	75	114
4+131_4.xls:41	0.03	83.66	58	135
4+131_4.xls:42	0.008	107.938	97	140
4+131_4.xls:43	0.027	83.584	52	123
4+131_4.xls:44	0.023	84.032	63	118
4+131_4.xls:45	0.004	104.708	96	116
4+131_4.xls:46	0.013	67.852	56	102
4+131_5.xls:1	0.01	94.967	81	137
4+131_5.xls:2	0.007	104.39	74	140
4+131_5.xls:3	0.02	96.769	68	141
4+131_5.xls:4	0.028	90.051	68	141
4+131_5.xls:5	0.013	86.668	64	121
4+131_5.xls:6	0.014	83.296	64	122
4+131_5.xls:7	0.013	78.993	57	133
4+131_5.xls:8	0.016	88.907	70	125
4+131_5.xls:9	0.009	116.382	98	143
4+131_5.xls:10	0.026	91.586	60	138
4+131_5.xls:11	0.005	112.897	97	148
4+131_6.xls:1	0.016	80.332	56	123
4+131_6.xls:2	0.035	62.326	36	125
4+131_6.xls:3	0.014	81.588	53	121
4+131_6.xls:4	0.021	74.926	53	132
4+131_6.xls:5	0.022	78.698	59	111
4+131_6.xls:6	0.032	73.317	44	111
4+131_6.xls:7	0.015	86.628	63	119
4+131_6.xls:8	0.004	94.907	87	108
4+131_6A.xls:1	0.014	87.534	44	132
4+131_6A.xls:2	0.031	67.629	30	147
4+131_6A.xls:3	0.025	72.757	40	147
4+131_6A.xls:4	0.033	83.612	44	134
4+131_6A.xls:5	0.022	98.85	79	146
4+131_6A.xls:6	0.019	96.312	71	144
4+131_6A.xls:7	0.039	84.416	57	148
4+131_6A.xls:8	0.026	76.327	56	137
4+131_7.xls:1	0.052	62.956	35	128
4+131_7.xls:2	0.04	71.204	49	117
4+131_7.xls:3	0.022	73.686	54	106
4+131_7.xls:4	0.012	75.752	58	105
4+131_7.xls:5	0.014	98.572	83	119
4+131_7.xls:6	0.012	79.078	61	104
4+131_7.xls:7	0.028	66.384	45	97
4+131_7.xls:8	0.04	64.627	46	102
4+131_7.xls:9	0.016	70.374	54	99
4+131_7.xls:10	0.029	65.923	47	120
4+131_7.xls:11	0.007	87.485	73	107
4+131_7.xls:12	0.02	64.952	46	106
4+131_7.xls:13	0.055	54.898	29	100
4+131_7.xls:14	0.02	69.564	52	108
4+131_7.xls:15	0.03	60.813	33	114
4+131_7.xls:16	0.02	66.081	51	104
4+131_7.xls:17	0.017	79.426	59	119
4+131_7.xls:18	0.024	75.11	43	125
4+131_7.xls:19	0.008	80.823	60	115
4+131_7.xls:20	0.016	73.811	57	114
4+131_7.xls:21	0.03	53.852	27	101
4+131_7.xls:22	0.01	77.304	64	105
4+131_7.xls:23	0.006	72.155	52	98
4+131_7.xls:24	0.022	66.939	44	96
4+131_7.xls:25	0.013	76.31	49	132
4+131_7.xls:26	0.023	65.46	46	112
4+131_7.xls:27	0.097	52.282	28	107
4+131_7.xls:28	0.01	71.756	55	101
4+131_7.xls:29	0.01	79.915	64	107
4+131_7.xls:30	0.02	59.512	30	114
4+131_7.xls:31	0.009	81.556	61	102
4+131_7.xls:32	0.004	102.041	93	115
4+131_7.xls:33	0.045	59.011	33	113
4+131_7.xls:34	0.014	70.491	51	120
4+131_7.xls:35	0.01	60.727	40	105
4+131_7.xls:36	0.019	52.195	34	100
4+131_7.xls:37	0.032	50.052	23	117
4+131_7.xls:38	0.021	48.494	20	112
4+131_7.xls:39	0.007	72.569	56	95
4+131_7.xls:40	0.01	71.241	55	99
4+131_7.xls:41	0.013	65.354	43	109
4+131_7.xls:42	0.029	44.914	22	108
4+131_7.xls:43	0.015	61.386	33	107
4+131_7.xls:44	0.01	68.851	52	109
4+131_7.xls:45	0.007	86.563	62	111
4+131_7.xls:46	0.011	77.508	54	105
4+131_7.xls:47	0.014	60.774	36	110
4+131_7.xls:48	0.023	72.171	32	116
4+131_8.xls:1	0.018	69.284	49	118
4+131_8.xls:2	0.013	90.169	69	119
4+131_8.xls:3	0.036	66.782	45	129
4+131_8.xls:4	0.053	66.803	47	120
4+131_8.xls:5	0.045	77.634	56	106
4+131_8.xls:6	0.021	86.668	64	128
4+131_8.xls:7	0.068	71.275	44	116
4+131_8.xls:8	0.018	87.512	66	123
4+131_8.xls:9	0.021	79.583	65	114
4+131_8.xls:10	0.007	83.445	67	120
4+131_9.xls:1	0.01	118.433	106	131
4+131_9.xls:2	0.013	114.517	98	131
4+131_9.xls:3	0.012	106.763	85	128
4+131_9.xls:4	0.007	119.393	107	132
4+131_9.xls:5	0.008	114.381	97	135
4+131_9.xls:6	0.007	106.371	86	136
4+131_9.xls:7	0.01	112.865	91	140
4+131_9.xls:8	0.007	120.307	105	142
4+131_9.xls:9	0.009	123.007	112	137
4+131_9.xls:10	0.007	124.279	117	136
4+131_9.xls:11	0.011	106.334	84	126
4+131_9.xls:12	0.008	113.84	99	130
4+131_9.xls:13	0.01	116.965	105	129
4+131_9.xls:14	0.005	117.377	110	129
4+156_1.xls:1	0.089	77.36	50	131
4+156_1.xls:2	0.008	98.28	83	135
4+156_1.xls:3	0.011	87.346	60	117
4+156_1.xls:4	0.011	75.165	57	117
4+156_1.xls:5	0.005	88.445	69	113
4+156_1.xls:6	0.015	69.948	50	104
4+156_1.xls:7	0.006	87.746	78	108
4+156_1.xls:8	0.013	67.053	49	111
4+156_1.xls:9	0.018	78.091	56	106
4+156_1.xls:10	0.04	64.895	47	129
4+156_1.xls:11	0.019	86.225	68	115
4+156_1.xls:12	0.009	93.105	76	126
4+156_1.xls:13	0.027	61.346	36	117
4+156_1.xls:14	0.003	99.493	80	116
4+156_1.xls:15	0.032	55.857	34	106
4+156_1.xls:16	0.004	87.358	72	107
4+156_1.xls:17	0.019	85.775	65	118
4+156_1.xls:18	0.039	79.458	57	126
4+156_1.xls:19	0.006	88.168	73	118
4+156_1.xls:20	0.013	92.012	60	120
4+156_1.xls:21	0.113	59.497	29	116
4+156_1.xls:22	0.061	67.287	38	112
4+156_1.xls:23	0.057	62.341	40	96
4+156_1.xls:24	0.007	62.284	45	95
4+156_1.xls:25	0.005	78.229	63	100
4+156_1.xls:26	0.004	89.616	72	118
4+156_1.xls:27	0.013	67.904	43	111
4+156_10.xls:1	0.015	97.002	73	149
4+156_10.xls:2	0.017	94.42	75	135
4+156_10.xls:3	0.014	97.214	83	119
4+156_10.xls:4	0.011	105.154	91	131
4+156_10.xls:5	0.012	84.786	63	136
4+156_10.xls:6	0.013	96.629	73	132
4+156_10.xls:7	0.011	96.35	77	131
4+156_10.xls:8	0.013	84.012	62	121
4+156_3.xls:1	0.019	99.693	87	123
4+156_3.xls:2	0.019	98.368	79	127
4+156_3.xls:3	0.015	77.742	57	124
4+156_3.xls:4	0.015	75.007	46	122
4+156_3.xls:5	0.014	71.297	46	122
4+156_3.xls:6	0.017	69.384	43	114
4+156_3.xls:7	0.032	61.062	37	124
4+156_3.xls:8	0.013	81.195	54	129
4+156_3.xls:9	0.007	87.116	68	125
4+156_3.xls:10	0.018	68.678	45	125
4+156_3.xls:11	0.035	78.243	23	132
4+156_3.xls:12	0.052	70.869	45	127
4+156_3.xls:13	0.03	66.678	45	110
4+156_3.xls:14	0.027	84.05	58	132
4+156_3.xls:15	0.039	68.095	43	116
4+156_3.xls:16	0.034	74.081	42	132
4+156_3.xls:17	0.024	80.919	62	110
4+156_3.xls:18	0.041	76.629	49	115
4+156_3.xls:19	0.018	82.856	48	128
4+156_3.xls:20	0.007	99.248	57	130
4+156_3.xls:21	0.006	104.474	78	130
4+156_4.xls:1	0.013	88.814	65	123
4+156_4.xls:2	0.004	104.856	89	122
4+156_4.xls:3	0.006	97.301	71	123
4+156_4.xls:4	0.008	82.291	61	113
4+156_4.xls:5	0.013	83.979	63	116
4+156_4.xls:6	0.01	89.912	72	121
4+156_4.xls:7	0.006	94.273	73	119
4+156_4.xls:8	0.012	82	63	118
4+156_5.xls:1	0.026	94	73	137
4+156_5.xls:2	0.03	72.653	54	106
4+156_5.xls:3	0.019	68	50	98
4+156_5.xls:4	0.015	100.96	76	132
4+156_5.xls:5	0.031	74.917	52	134
4+156_5.xls:6	0.022	79.863	58	144
4+156_5.xls:7	0.008	91.279	70	133
4+156_5.xls:8	0.013	96.611	67	143
4+156_6.xls:1	0.017	73.848	58	94
4+156_6.xls:2	0.012	81.781	48	116
4+156_6.xls:3	0.014	72.922	42	106
4+156_6.xls:4	0.012	75.756	57	107
4+156_6.xls:5	0.023	62.17	37	111
4+156_6.xls:6	0.011	71.871	49	107
4+156_6.xls:7	0.008	92.816	67	135
4+156_7.xls:1	0.013	79.997	62	108
4+156_7.xls:2	0.017	80.334	67	108
4+156_7.xls:3	0.009	85.285	75	116
4+156_7.xls:4	0.004	77.033	58	110
4+156_7.xls:5	0.01	61.628	44	103
4+156_7.xls:6	0.004	67.014	45	112
4+156_7.xls:7	0.01	55.595	41	94
4+156_7.xls:8	0.005	93.206	83	114
4+156_7.xls:9	0.018	61.47	39	102
4+156_7.xls:10	0.028	58.627	42	106
4+156_7.xls:11	0.006	101.748	91	125
4+156_7.xls:12	0.009	70.295	54	95
4+156_7.xls:13	0.003	97.994	88	111
4+156_7.xls:14	0.012	85.586	70	113
4+156_7.xls:15	0.016	67.072	43	109
4+156_7.xls:16	0.008	89.2	76	109
4+156_7.xls:17	0.02	66.386	49	103
4+156_7.xls:18	0.03	64.941	49	95
4+156_7.xls:19	0.012	78.535	61	104
4+156_7.xls:20	0.011	78.591	61	102
4+156_7.xls:21	0.031	63.047	37	116
4+156_7.xls:22	0.007	93.028	77	114
4+156_7.xls:23	0.013	83.962	62	114
4+156_7.xls:24	0.018	69.156	53	96
4+156_7.xls:25	0.014	82.833	71	95
4+156_7.xls:26	0.038	63.462	40	105
4+156_8.xls:1	0.014	97.881	86	120
4+156_8.xls:2	0.02	82.528	63	125
4+156_8.xls:3	0.004	104.169	92	118
4+156_8.xls:4	0.008	110.569	91	138
4+156_8.xls:5	0.015	84.451	68	112
4+156_8.xls:6	0.043	83.017	57	145
4+156_8.xls:7	0.026	84.377	49	137
4+156_8.xls:8	0.036	83.058	67	131
4+156_8.xls:9	0.008	101.182	92	116
4+156_8.xls:10	0.022	68.218	43	127
4+156_8.xls:11	0.018	84.701	52	131
4+156_8.xls:12	0.015	68.864	44	125
4+156_8.xls:13	0.027	76.007	52	140
4+156_8B.xls:1	0.008	89.532	62	131
4+156_8B.xls:2	0.008	88.387	61	140
4+156_8B.xls:3	0.014	94.748	80	117
4+156_8B.xls:4	0.02	92.992	75	118
4+156_8B.xls:5	0.007	103.892	87	130
4+156_9.xls:1	0.013	97.341	58	123
4+156_9.xls:2	0.028	97.378	60	122
4+156_9.xls:3	0.017	87.577	63	111
4+156_9.xls:4	0.012	97.715	75	112
4+156_9.xls:5	0.024	75.963	51	108
4+156_9.xls:6	0.023	79.521	50	111
4+156_9.xls:7	0.01	91.718	66	106
4+184_1.xls:1	0.035	95.402	73	146
4+184_1.xls:2	0.052	78.432	47	144
4+184_1.xls:3	0.048	75.287	47	133
4+184_1.xls:4	0.042	57.943	39	128
4+184_1.xls:5	0.04	65.998	40	143
4+184_1.xls:6	0.005	85.809	70	129
4+184_1.xls:7	0.03	102.924	69	149
4+184_1.xls:8	0.044	106.193	72	146
4+184_1.xls:9	0.021	100.282	84	140
4+184_1.xls:10	0.026	91.627	65	145
4+184_10.xls:1	0.014	91.748	59	122
4+184_10.xls:2	0.015	90.125	64	126
4+184_10.xls:3	0.013	75.009	49	120
4+184_10.xls:4	0.01	84.094	58	115
4+184_10.xls:5	0.011	81.535	58	127
4+184_10.xls:6	0.009	74.459	47	117
4+184_10.xls:7	0.007	99.934	71	128
4+184_10.xls:8	0.004	116.812	105	133
4+184_10.xls:9	0.014	75.923	55	118
4+184_10.xls:10	0.014	85.102	57	131
4+184_10.xls:11	0.019	79.296	51	127
4+184_10.xls:12	0.017	65.662	44	119
4+184_10.xls:13	0.005	107.163	95	122
4+184_10.xls:14	0.015	83.743	67	115
4+184_10.xls:15	0.006	111.538	96	132
4+184_10.xls:16	0.007	114.191	99	129
4+184_10.xls:17	0.018	95.158	75	129
4+184_10.xls:18	0.029	75.43	55	105
4+184_10.xls:19	0.014	81.817	62	119
4+184_10.xls:20	0.04	90.95	45	133
4+184_10.xls:21	0.022	77.164	59	118
4+184_10.xls:22	0.031	74.902	49	116
4+184_10.xls:23	0.044	72.233	45	132
4+184_10.xls:24	0.02	92.269	71	121
4+184_10.xls:25	0.011	112.51	98	134
4+184_10.xls:26	0.017	93.521	78	118
4+184_10.xls:27	0.011	100.536	79	126
4+184_10.xls:28	0.013	93.706	67	124
4+184_10.xls:29	0.062	69.593	41	126
4+184_10.xls:30	0.011	102.043	86	120
4+184_10.xls:31	0.02	100.703	85	118
4+184_10.xls:32	0.026	104.186	85	126
4+184_10.xls:33	0.024	95.261	77	120
4+184_2.xls:1	0.023	77.574	58	123
4+184_2.xls:2	0.015	99.178	81	126
4+184_2.xls:3	0.016	101.846	74	123
4+184_2.xls:4	0.021	97.89	78	121
4+184_2.xls:5	0.023	112.004	86	134
4+184_2.xls:6	0.025	94.677	68	122
4+184_2.xls:7	0.043	98.178	80	118
4+184_2.xls:8	0.039	91.861	70	117
4+184_2.xls:9	0.013	80.309	58	115
4+184_2.xls:10	0.048	77.655	46	126
4+184_2.xls:11	0.019	98.628	82	122
4+184_2.xls:12	0.035	85.496	58	125
4+184_2.xls:13	0.027	85.793	61	120
4+184_2.xls:14	0.043	82.168	58	115
4+184_2.xls:15	0.038	87.982	65	124
4+184_2.xls:16	0.052	83.744	55	129
4+184_2.xls:17	0.034	92.147	65	126
4+184_3.xls:1	0.012	78.274	61	125
4+184_3.xls:2	0.01	79.97	54	123
4+184_3.xls:3	0.005	99.375	86	134
4+184_3.xls:4	0.013	81.212	63	121
4+184_3.xls:5	0.012	85.002	65	113
4+184_3.xls:6	0.015	75.563	54	119
4+184_3.xls:7	0.01	92.382	70	123
4+184_3.xls:8	0.024	74.523	39	120
4+184_3.xls:9	0.013	78.254	52	120
4+184_3.xls:10	0.014	87.816	70	129
4+184_3.xls:11	0.02	64.783	36	127
4+184_3.xls:12	0.042	61.422	33	117
4+184_3.xls:13	0.012	91.795	69	124
4+184_3.xls:14	0.01	82.742	68	112
4+184_3.xls:15	0.029	63.722	27	125
4+184_3.xls:16	0.009	78.355	60	111
4+184_3.xls:17	0.05	59.243	40	116
4+184_3.xls:18	0.018	74.967	60	112
4+184_3.xls:19	0.02	77.973	57	116
4+184_3.xls:20	0.008	93.035	73	122
4+184_3.xls:21	0.023	68.774	54	97
4+184_3.xls:22	0.05	58.761	28	116
4+184_3.xls:23	0.014	78.626	62	123
4+184_3.xls:24	0.01	81.141	58	123
4+184_3.xls:25	0.024	74.153	55	115
4+184_3.xls:26	0.01	76.432	57	106
4+184_3.xls:27	0.012	83.072	69	110
4+184_3.xls:28	0.011	81.459	60	126
4+184_3.xls:29	0.005	88.52	70	117
4+184_3.xls:30	0.006	80.876	66	115
4+184_3.xls:31	0.008	83.743	61	122
4+184_3.xls:32	0.015	71.328	28	104
4+184_3.xls:33	0.011	87.534	69	112
4+184_3.xls:34	0.015	82.896	68	103
4+184_3.xls:35	0.015	78.984	65	98
4+184_3.xls:36	0.004	76.355	55	113
4+184_3.xls:37	0.007	76.75	46	113
4+184_4.xls:1	0.012	74.905	63	98
4+184_4.xls:2	0.031	63.566	42	99
4+184_4.xls:3	0.022	70.624	45	104
4+184_4.xls:4	0.006	86.196	72	112
4+184_4.xls:5	0.008	72.883	52	110
4+184_4.xls:6	0.003	95.188	84	108
4+184_4.xls:7	0.01	76.989	56	123
4+184_4.xls:8	0.028	50.852	33	97
4+184_4.xls:9	0.026	42.525	28	93
4+184_4.xls:10	0.014	57.598	41	100
4+184_4.xls:11	0.007	69.269	55	104
4+184_4.xls:12	0.026	55.779	38	115
4+184_4.xls:13	0.033	58.128	33	122
4+184_4.xls:14	0.021	56.766	44	73
4+184_4.xls:15	0.008	88.391	64	124
4+184_4.xls:16	0.008	88.391	64	124
4+184_4.xls:17	0.037	59.29	36	96
4+184_4.xls:18	0.031	42.617	23	89
4+184_4.xls:19	0.009	64.539	47	97
4+184_4.xls:20	0.059	49.824	14	111
4+184_4.xls:21	0.049	52.41	31	108
4+184_4.xls:22	0.021	65.586	35	121
4+184_4.xls:23	0.019	60.51	38	89
4+184_4.xls:24	0.017	42.573	26	79
4+184_4.xls:25	0.016	64.436	45	108
4+184_4.xls:26	0.073	54.251	27	111
4+184_4.xls:27	0.016	62.943	46	105
4+184_4.xls:28	0.048	48.566	20	112
4+184_4.xls:29	0.003	87.404	72	120
4+184_4.xls:30	0.008	68.223	49	119
4+184_4.xls:31	0.022	63.722	39	110
4+184_4.xls:32	0.036	90.182	56	120
4+184_4.xls:33	0.031	84.908	56	115
4+184_4.xls:34	0.017	95.465	70	111
4+184_4.xls:35	0.015	76.07	48	107
4+184_4.xls:36	0.038	86.08	50	119
4+184_4.xls:37	0.037	94.961	60	120
4+184_4.xls:38	0.014	93.948	67	118
4+184_4.xls:39	0.062	71.629	36	119
4+184_4.xls:40	0.062	67.612	32	117
4+184_4.xls:41	0.05	82.329	53	109
4+184_4.xls:42	0.054	84.894	51	105
4+184_4.xls:43	0.05	79.696	46	109
4+184_4.xls:44	0.038	93.664	65	113
4+184_4.xls:45	0.03	90.032	61	115
4+184_5.xls:1	0.019	82.924	62	129
4+184_5.xls:2	0.009	102.801	80	132
4+184_5.xls:3	0.021	74.519	53	125
4+184_5.xls:4	0.011	100.872	75	136
4+184_5.xls:5	0.015	94.413	72	129
4+184_5.xls:6	0.009	97.51	77	133
4+184_5.xls:7	0.017	105.128	72	147
4+184_6.xls:1	0.007	93.333	76	125
4+184_6.xls:2	0.009	101.304	77	124
4+184_6.xls:3	0.014	87.846	68	116
4+184_6.xls:4	0.013	77.915	54	118
4+184_6.xls:5	0.02	60.747	35	130
4+184_7.xls:1	0.029	49.078	24	102
4+184_7.xls:2	0.018	47.379	27	106
4+184_7.xls:3	0.018	53.72	29	105
4+184_7.xls:4	0.018	53.645	39	86
4+184_7.xls:5	0.013	61.479	30	107
4+184_7.xls:6	0.011	47.254	34	87
4+184_7.xls:7	0.013	60.655	31	111
4+184_7A.xls:1	0.008	92.237	70	116
4+184_7A.xls:2	0.019	75.413	53	114
4+184_7A.xls:3	0.017	72.205	54	127
4+184_7A.xls:4	0.012	88.369	63	130
4+184_7A.xls:5	0.013	86.737	61	124
4+184_8.xls:1	0.009	112.087	72	134
4+184_8.xls:2	0.022	92.165	54	137
4+184_8.xls:3	0.024	96.581	48	139
4+184_8.xls:4	0.014	100.767	64	143
4+184_8.xls:5	0.016	96.946	68	143
4+184_8.xls:6	0.016	96.946	68	143
4+184_8.xls:7	0.02	108.062	70	149
4+184_8.xls:8	0.015	94.063	64	132
4+184_8.xls:9	0.023	97.591	55	139
4+184_9.xls:1	0.011	89.009	71	124
4+184_9.xls:2	0.006	104.419	88	132
4+184_9.xls:3	0.014	93.043	68	125
4+184_9.xls:4	0.015	81.909	68	110
4+184_9.xls:5	0.021	72.249	51	124
4+184_9.xls:6	0.014	84.773	62	122
4+184_9.xls:7	0.023	76.888	51	120
4+184_9.xls:8	0.009	92.463	77	113
4+184_9.xls:9	0.007	93.155	76	125
4+187_1.xls:1	0.005	87.645	68	120
4+187_1.xls:2	0.02	79.706	49	135
4+187_1.xls:3	0.005	83.904	64	111
4+187_1.xls:4	0.007	100.797	66	145
4+187_1.xls:5	0.008	72.644	57	109
4+187_1.xls:6	0.022	54.343	35	132
4+187_1.xls:7	0.015	66.089	40	130
4+187_1.xls:8	0.011	66.262	40	114
4+187_1.xls:9	0.013	74.373	49	108
4+187_1.xls:10	0.029	85.4	51	136
4+187_1.xls:11	0.007	95.738	70	133
4+187_1.xls:12	0.014	79.811	58	125
4+187_1.xls:13	0.014	78.382	54	122
4+187_1.xls:14	0.023	71.153	45	119
4+187_1.xls:15	0.01	75.713	54	108
4+187_1.xls:16	0.014	92.391	66	133
4+187_1.xls:17	0.006	118.07	104	134
4+187_1.xls:18	0.012	112.658	93	134
4+187_1.xls:19	0.006	117.733	101	135
4+187_1.xls:20	0.015	59.924	38	103
4+187_1.xls:21	0.027	81.916	41	145
4+187_1.xls:22	0.02	66.192	39	115
4+187_1.xls:23	0.019	68.058	38	123
4+187_1.xls:24	0.018	61.828	38	114
4+187_10.xls:1	0.011	99.923	79	124
4+187_10.xls:2	0.006	97.367	77	133
4+187_10.xls:3	0.002	104.217	95	114
4+187_10.xls:4	0.004	108.906	92	134
4+187_10.xls:5	0.019	87.916	59	124
4+187_10.xls:6	0.004	112.493	99	128
4+187_10.xls:7	0.014	86.852	65	123
4+187_10.xls:8	0.022	94.865	57	152
4+187_10.xls:9	0.025	88.744	73	122
4+187_10.xls:10	0.004	116.641	103	134
4+187_2.xls:1	0.025	62.206	41	117
4+187_2.xls:2	0.013	62.168	45	97
4+187_2.xls:3	0.018	64.85	50	93
4+187_2.xls:4	0.008	75.454	59	97
4+187_2.xls:5	0.008	97.507	81	113
4+187_2.xls:6	0.014	72.752	56	106
4+187_2.xls:7	0.006	89.556	74	108
4+187_2.xls:8	0.015	78.331	54	110
4+187_2.xls:9	0.025	55.838	36	123
4+187_2.xls:10	0.011	72.941	56	107
4+187_2.xls:11	0.026	67.144	40	122
4+187_2.xls:12	0.009	79.359	65	103
4+187_2.xls:13	0.022	58.012	35	102
4+187_3.xls:1	0.01	89.199	71	124
4+187_3.xls:2	0.011	92.521	66	136
4+187_3.xls:3	0.013	76.369	59	124
4+187_3.xls:4	0.007	86.895	67	124
4+187_3.xls:5	0.021	72.372	47	128
4+187_3.xls:6	0.005	103.828	95	125
4+187_3.xls:7	0.036	77.92	49	130
4+187_3.xls:8	0.008	104.58	89	130
4+187_3.xls:9	0.033	67.29	45	125
4+187_3.xls:10	0.007	84.274	61	125
4+187_3.xls:11	0.019	77.997	53	129
4+187_3.xls:12	0.009	76.732	50	129
4+187_3.xls:13	0.02	79.872	59	133
4+187_3.xls:14	0.012	76.504	60	111
4+187_3.xls:15	0.026	59.675	32	120
4+187_3.xls:16	0.015	67.451	46	119
4+187_3.xls:17	0.008	99.446	84	125
4+187_3.xls:18	0.039	67.586	30	125
4+187_3.xls:19	0.047	71.306	41	129
4+187_3.xls:20	0.009	99.971	79	136
4+187_3.xls:21	0.04	67.546	34	138
4+187_3.xls:22	0.027	75.55	49	135
4+187_3.xls:23	0.05	74.189	44	127
4+187_3.xls:24	0.023	72.398	42	107
4+187_3.xls:25	0.05	69.254	49	120
4+187_3.xls:26	0.005	104.161	88	131
4+187_3.xls:27	0.011	85.619	58	122
4+187_3.xls:28	0.018	83.61	70	121
4+187_3.xls:29	0.015	87.23	69	127
4+187_3.xls:30	0.014	88.494	55	126
4+187_3.xls:31	0.094	67.951	47	133
4+187_3.xls:32	0.008	101.745	88	131
4+187_3.xls:33	0.017	87.012	69	113
4+187_3.xls:34	0.014	93.487	78	120
4+187_3.xls:35	0.044	69.268	46	127
4+187_3.xls:36	0.018	94.851	80	117
4+187_3.xls:37	0.033	83.883	57	129
4+187_3.xls:38	0.081	63.052	45	124
4+187_3.xls:39	0.055	50.46	32	102
4+187_6.xls:1	0.005	119.609	101	150
4+187_6.xls:2	0.003	115.007	97	152
4+187_6.xls:3	0.001	123.4	117	134
4+187_6.xls:4	0.003	103.022	91	124
4+187_6.xls:5	0.004	107.663	92	135
4+187_6.xls:6	0.016	96.467	63	156
4+187_6.xls:7	0.008	101.364	88	141
4+187_6.xls:8	0.01	95.728	78	124
4+187_6.xls:9	0.008	106.039	94	130
4+187_6.xls:10	0.004	105.343	91	130
4+187_6.xls:11	0.02	91.299	69	151
4+187_6.xls:12	0.051	82.258	60	134
4+187_6.xls:13	0.005	104.811	91	132
4+187_6.xls:14	0.027	87.071	62	143
4+187_7.xls:1	0.026	75.597	51	109
4+187_7.xls:2	0.011	92.84	60	115
4+187_7.xls:3	0.026	82.059	56	121
4+187_7.xls:4	0.014	79.826	60	119
4+187_7.xls:5	0.029	70.785	45	125
4+187_7.xls:6	0.005	106.292	86	128
4+187_7.xls:7	0.031	82.301	53	127
4+187_7.xls:8	0.024	67.845	43	131
4+187_7.xls:9	0.011	93.936	73	119
4+187_7.xls:10	0.028	59.043	40	108
4+187_7.xls:11	0.05	73.064	34	136
4+187_7.xls:12	0.006	94.644	75	119
4+187_7.xls:13	0.012	88.392	70	112
4+187_7.xls:14	0.004	97.565	82	118
4+187_7.xls:15	0.01	100.402	82	126
4+187_7.xls:16	0.009	92.74	74	120
4+187_7.xls:17	0.026	80.823	58	107
4+187_8.xls:1	0.03	81.478	51	128
4+187_8.xls:2	0.023	86.27	59	133
4+187_8.xls:3	0.018	84.509	53	125
4+187_8.xls:4	0.029	74.082	48	129
4+187_8.xls:5	0.026	78.906	55	129
4+187_8.xls:6	0.018	75.907	47	123
4+187_8.xls:7	0.053	66.18	36	117
4+187_8.xls:8	0.076	51.389	23	125
4+187_8.xls:9	0.037	65.029	35	124
4+187_8.xls:10	0.015	84.681	67	113
4+187_8.xls:11	0.011	88.96	68	126
4+187_8.xls:12	0.005	107.241	88	140
4+187_8.xls:13	0.017	78.615	49	118
4+187_8.xls:14	0.052	61.144	31	125
4+187_8.xls:15	0.04	56.377	33	102
4+187_8.xls:16	0.03	60.402	34	119
4+187_8.xls:17	0.009	122.953	117.116	128.569
4+187_8.xls:18	0.039	62.217	32	127
4+187_8.xls:19	0.011	77.774	37	127
4+187_8.xls:20	0.021	72.538	41	140
4+187_8.xls:21	0.018	75.909	40	133
4+187_8.xls:22	0.026	77.507	49	134
4+187_8.xls:23	0.012	86.992	52	132
4+187_8.xls:24	0.036	72.778	43	134
4+187_9.xls:1	0.021	52.358	37	91
4+187_9.xls:2	0.022	54.123	38	108
4+187_9.xls:3	0.028	59.102	35	96
4+187_9.xls:4	0.027	55.322	37	89
4+187_9.xls:5	0.021	54.556	39	102
4+187_9.xls:6	0.02	52.119	31	105
4+187_9.xls:7	0.004	72.933	35	114
4+200_1.xls:1	0.005	83.476	63	118
4+200_1.xls:2	0.004	92.341	70	126
4+200_1.xls:3	0.007	81.605	61	132
4+200_1.xls:4	0.008	63.055	33	127
4+200_1.xls:5	0.01	67.539	42	114
4+200_1.xls:6	0.007	70.197	40	113
4+200_1.xls:7	0.01	62.099	39	110
4+200_1.xls:8	0.017	70.338	46	108
4+200_1.xls:9	0.014	95.331	74	129
4+200_1.xls:10	0.007	94.356	65	132
4+200_1.xls:11	0.008	86.502	69	124
4+200_1.xls:12	0.014	60.662	35	112
4+200_1.xls:13	0.005	80.86	54	110
4+200_1.xls:14	0.011	62.342	32	127
4+200_1.xls:15	0.021	60.467	28	122
4+200_1.xls:16	0.009	88.917	74	112
4+200_1.xls:17	0.014	59.51	28	104
4+200_1.xls:18	0.012	66.105	39	112
4+200_1.xls:19	0.012	64.429	39	103
